source_id,ra,dec,g_mag,parallax_true_mas,parallax_obs_mas,parallax_sigma_mas,pm_sigma_mas,house,dataset,z
J143656+633523,219.23498259060824,63.58968546240956,20.875547409057617,0.05,-0.2872708938048076,0.972058483753088,0.563793920576791,Lambda,SDSS,0.47199487686157227
J000000+000000,0.0,0.0,16.119099930510856,1.0,1.0021117351572624,0.03758614331708383,0.021799963123908615,Aleph,SDSS,
J000000+000000,0.0,0.0,18.419509697763715,1.0,1.3440998598552936,0.14016423713193576,0.08129525753652274,Aleph,SDSS,
J224314-003905,340.80844782723875,-0.6513903564813175,22.842119216918945,0.05,-9.047958700791472,5.676428478387897,3.29232851746498,Zeta,SDSS,0.8255533576011658
J010512+324536,16.301019308171078,32.7600901438119,18.60319709777832,0.05,0.07586800565404778,0.15894082423587552,0.09218567805680779,Aleph,SDSS,0.10954093933105469
J005505-063439,13.772128697210434,-6.577456074248582,20.28807830810547,0.6382515173193812,-0.1278523864968949,0.5870769812858957,0.34050464914581946,Aleph,SDSS,-0.0005667804507538676
J094828+141430,147.1173,14.241729,13.505028771061916,0.05,0.04356101046442523,0.011694821319419749,0.006782996365263454,Phi,SDSS,0.855415940284729
J000000+000000,0.0,0.0,16.19820075816824,1.0,0.967664990775701,0.03909650137195169,0.022675970795731977,Aleph,SDSS,
J021355-044742,33.48012639129959,-4.794938639161951,21.52955436706543,0.05,2.6104652542874005,1.732121355163774,1.0046303859949888,Sigma,SDSS,0.5584107637405396
J000000+000000,0.0,0.0,17.779735791817075,1.0,0.886858507848406,0.0929889796773022,0.053933608212835264,Aleph,SDSS,
J162933+190705,247.38774139809402,19.118192390623996,19.2786865234375,0.05,0.0802525961842459,0.2601674672748368,0.15089713101940533,Gamma,SDSS,0.22590312361717224
J000000+000000,0.0,0.0,12.950602753960993,1.0,1.0175611168443348,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J223628+230240,339.1182474014032,23.044440692360954,20.2117977142334,0.05,-0.21767584249609356,0.5506198584883597,0.31935951792324857,Zeta,SDSS,0.3948242962360382
J020535+034814,31.395627846101206,3.803808652399004,21.638153076171875,0.05,-0.2562019109606377,1.908749639946214,1.1070747911688041,Sigma,SDSS,0.607048511505127
J000000+000000,0.0,0.0,16.876400078130246,1.0,1.016639730727553,0.055525450308350204,0.03220476117884311,Aleph,SDSS,
J000000+000000,0.0,0.0,14.912357301709562,1.0,0.9841829909446883,0.021231046448040324,0.012314006939863386,Aleph,SDSS,
J095856+380604,149.73496146718162,38.100986803414855,21.089454650878906,0.05,0.2568576325726559,1.1724185867596006,0.6800027803205684,Phi,SDSS,2.5820045471191406
J012709-081446,21.785949964708948,-8.246056172609768,21.339763641357422,0.05,-0.8310554695711323,1.4628043020646004,0.8484264951974683,Aleph,SDSS,0.5904368162155151
J080154-001516,120.47635742094022,-0.2543913498129678,21.27932357788086,0.05,0.30529838506933055,1.3864498665914773,0.8041409226230568,Phi,SDSS,0.6800438165664673
J002440+320210,6.168145233535881,32.03617026439866,21.766042709350586,0.560028708403729,0.1029906494986873,2.1407034015895885,1.2416079729219611,Aleph,SDSS,-0.0007856227457523346
J000000+000000,0.0,0.0,14.128404806135222,1.0,0.992426648113289,0.015063890885020801,0.008737056713312064,Aleph,SDSS,
J104958+125423,162.49187588554452,12.906449982102924,20.869163513183594,0.05,-1.0283401581048766,0.9666629813091185,0.5606645291592887,Mu,SDSS,1.0916026830673218
J000434+114817,1.1425382343730917,11.804631114505494,21.906936645507812,0.05,0.47567005888135966,2.429927789077717,1.4093581176650758,Aleph,SDSS,0.6512743830680847
J000000+000000,0.0,0.0,18.87899441632908,1.0,0.7636578408552954,0.1932599604975587,0.11209077708858403,Aleph,SDSS,
J085623+433102,134.09620930994782,43.51723433420758,22.029722213745117,0.05,-1.744569217519139,2.7144566770124525,1.5743848726672223,Phi,SDSS,0.6417627334594727
J000000+000000,0.0,0.0,17.66388167376863,1.0,1.1010520763591702,0.08670503155231349,0.05028891830034182,Aleph,SDSS,
J020735+304658,31.895635122803355,30.782735773088095,21.197267532348633,0.05,0.16532379110419626,1.2893517725482562,0.7478240280779885,Sigma,SDSS,1.3129340410232544
J000000+000000,0.0,0.0,15.125867389433552,1.0,0.9912091258361163,0.02340142960638299,0.013572829171702133,Aleph,SDSS,
J000000+000000,0.0,0.0,19.53268078144174,1.0,1.1152267534646936,0.31680296501793215,0.18374571971040063,Aleph,SDSS,
J000000+000000,0.0,0.0,17.459721417806577,1.0,1.1194495545201704,0.07687427243622498,0.04458707801301049,Aleph,SDSS,
J162844+120313,247.18460932672954,12.053629730035041,21.74319076538086,0.05,2.813636686685113,2.0972284037353646,1.2163924741665115,Gamma,SDSS,0.5305277109146118
J213654-014828,324.22327276651106,-1.807695229437821,22.412853240966797,0.05,-1.4079685857323112,3.8403399196101202,2.2273971533738695,Omega,SDSS,0.7334228754043579
J083912+030400,129.80180046100838,3.0667661403771236,20.95292854309082,0.05,-0.6395522499986716,1.0400378658059903,0.6032219621674744,Phi,SDSS,0.4542926847934723
J120518+240605,181.325623053125,24.101353767378146,19.19072151184082,0.05,-0.09258825393899049,0.2433569489023267,0.14114703036334947,C_plit,SDSS,0.19383950531482697
J000000+000000,0.0,0.0,14.917983962746803,1.0,0.979846357564431,0.021285149249282015,0.012345386564583567,Aleph,SDSS,
J000000+000000,0.0,0.0,19.66945304913679,1.0,1.3232809870976867,0.35308729678452083,0.20479063213502208,Aleph,SDSS,
J215959+165834,329.9941698066642,16.97603583365467,20.96281623840332,0.05,1.240475590857206,1.0490775624921547,0.6084649862454496,Omega,SDSS,0.41984155774116516
J124055+344751,190.22902107622127,34.797426132857886,21.222057342529297,0.05,2.1714035221498023,1.3179174733034589,0.7643921345160061,C_plit,SDSS,0.5105054974555969
J000000+000000,0.0,0.0,17.98635209762142,1.0,1.0891561840429396,0.1056842332019958,0.06129685525715756,Aleph,SDSS,
J232534+091503,351.38977321934556,9.25085188265045,20.528757095336914,0.05,-1.3136425218848153,0.7202852976539383,0.4177654726392842,Zeta,SDSS,0.44689640402793884
J233816-015930,354.5652447856644,-1.9917338683328798,24.416133880615234,0.05,-13.103497957850974,24.01514406257673,13.928783556294503,Zeta,SDSS,0.8495064973831177
J005116+142502,12.818283181563402,14.41715715998113,21.860580444335938,0.05,0.08780019414067017,2.330598757254427,1.3517472792075675,Aleph,SDSS,2.808920383453369
J000000+000000,0.0,0.0,16.10153690525476,1.0,1.0133111362580318,0.037260191395340175,0.021610911009297296,Aleph,SDSS,
J000000+000000,0.0,0.0,18.952562662123,1.0,0.7951296800006394,0.20388132565017475,0.11825116887710135,Aleph,SDSS,
J000000+000000,0.0,0.0,15.343786441124394,1.0,0.991204821557387,0.025886797605374257,0.015014342611117068,Aleph,SDSS,
J000000+000000,0.0,0.0,14.007861044839956,1.0,0.9951491754007085,0.014321852736200123,0.00830667458699607,Aleph,SDSS,
J225438+234500,343.6597811810253,23.75006035036414,21.44012451171875,0.692049043394544,3.8702354498971867,1.5993538376498684,0.9276252258369236,Zeta,SDSS,0.00044498429633677006
J153046+331528,232.69160187278567,33.257728404599774,19.7347412109375,0.8547626646286709,0.8896737738404892,0.3720504599119798,0.21578926674894827,Lambda,SDSS,-0.00016991539450827986
J232059+334950,350.24475812307196,33.83059551472176,19.54875946044922,0.05,0.23992539474985725,0.32084047561879053,0.1860874758588985,Zeta,SDSS,0.6317423582077026
J082201+432153,125.50533466981061,43.36484742363812,21.90468406677246,0.9299700870857183,1.9460441853487143,2.425002499957373,1.4065014499752764,Phi,SDSS,-7.530340371886268e-05
J000000+000000,0.0,0.0,19.69016219538753,1.0,1.2188253772449615,0.35898168355719645,0.20820937646317392,Aleph,SDSS,
J000000+000000,0.0,0.0,12.210855393961538,1.0,1.001613469933943,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J000000+000000,0.0,0.0,12.256782196287531,1.0,1.0084230970667492,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J011544+101736,18.932538988382817,10.293293459418992,21.59773826599121,0.05,-2.4212950501122523,1.8409471815660292,1.067749365308297,Aleph,SDSS,0.6250267624855042
J000000+000000,0.0,0.0,12.408574933477212,1.0,0.9954253157334008,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J092157+413260,140.4870690878567,41.54991210671734,22.308645248413086,0.05,2.2073837142863786,3.4938157029576673,2.026413107715447,Phi,SDSS,1.928672432899475
J000000+000000,0.0,0.0,16.42225637251977,1.0,1.058097735101448,0.043781648528723245,0.025393356146659482,Aleph,SDSS,
J142716+514753,216.8182406228345,51.798105912862596,22.088825225830078,1.0,2.073940328363891,2.8633152315203816,1.6607228342818212,Lambda,SDSS,
J000000+000000,0.0,0.0,18.55821359914262,1.0,0.952711586743385,0.1540707209340869,0.0893610181417704,Aleph,SDSS,
J104617+355649,161.57099976647635,35.946886332891644,22.716440200805664,0.05,-1.143519487066158,5.061877860038236,2.9358891588221767,Mu,SDSS,0.8945980668067932
J000000+000000,0.0,0.0,17.228439916099887,1.0,1.063565272331707,0.06736359874534294,0.039070887272298904,Aleph,SDSS,
J000000+000000,0.0,0.0,13.781320251408033,1.0,0.9859462728195207,0.013049902611255352,0.007568943514528104,Aleph,SDSS,
J091948+450706,139.9490713996339,45.11837371023476,21.2977294921875,0.05,0.7607150754323916,1.409254396010719,0.8173675496862168,Phi,SDSS,0.5758956670761108
J102410+465641,156.04062410474188,46.94458447462406,22.203453063964844,0.05,0.030373126889906125,3.176165447060681,1.842175959295195,Mu,SDSS,0.7771027088165283
J013202+184211,23.008704805431762,18.703161896988814,20.685583114624023,0.05,0.5010182790926104,0.8242929048291547,0.4780898848009097,Aleph,SDSS,0.29382237792015076
J161539+152934,243.91385454130412,15.492873771813445,20.192119598388672,0.05,0.32294901435651474,0.5416198571623903,0.31413951715418637,Gamma,SDSS,2.2641985416412354
J001643+002808,4.177957400000025,0.4687674,12.423641340370523,0.05,0.051016412137210615,0.009694994817383822,0.005623096994082617,Aleph,SDSS,0.2501506507396698
J000000+000000,0.0,0.0,14.07824025649461,1.0,1.0007325491558363,0.014749317870036024,0.008554604364620893,Aleph,SDSS,
J002532+242105,6.382555722556049,24.351389793747696,21.992856979370117,0.05,-3.9323750697205804,2.6256261412065713,1.5228631618998114,Aleph,SDSS,0.6505975127220154
J134303+380816,205.7616379100026,38.137856933015925,19.43486976623535,0.05,0.4398285838252044,0.2934581671832716,0.1702057369662975,C_plit,SDSS,0.30397772789001465
J114926+124303,177.3568629875412,12.717416435704523,20.54669952392578,0.05,0.22480664792330585,0.7314414934704033,0.42423606621283394,Mu,SDSS,0.4692564904689789
J000000+000000,0.0,0.0,14.652840070768434,1.0,1.0025486942440303,0.01890232565952035,0.010963348882521803,Aleph,SDSS,
J092923+425650,142.34655237685362,42.94729246288201,21.959550857543945,0.05,5.800593235824849,2.5479232542713484,1.477795487477382,Phi,SDSS,0.5695782899856567
J000000+000000,0.0,0.0,14.443634447263321,1.0,1.0219107191171497,0.017243195390771612,0.010001053326647533,Aleph,SDSS,
J000000+000000,0.0,0.0,18.275789152423386,1.0,0.9651952131256526,0.12735214736266703,0.07386424547034687,Aleph,SDSS,
J105020+281412,162.58271538559046,28.236726275764973,22.537485122680664,0.05,-10.772775043893983,4.300906480272832,2.4945257585582423,Mu,SDSS,0.7970229983329773
J000000+000000,0.0,0.0,19.4755188174895,1.0,0.6364225972607026,0.3029119831721392,0.1756889502398407,Aleph,SDSS,
J000000+000000,0.0,0.0,13.891282588068862,1.0,1.0122835974253,0.013648075273679481,0.007915883658734099,Aleph,SDSS,
J083244+421739,128.1824671553312,42.29409531638367,20.809274673461914,0.9095269260086023,0.8098056370825025,0.9175572131191668,0.5321831836091167,Phi,SDSS,-9.947267244569957e-05
J000000+000000,0.0,0.0,15.37855390907498,1.0,0.9927103609901076,0.02631097459983137,0.015260365267902193,Aleph,SDSS,
J132958+390903,202.4910685430201,39.150766308934806,21.044424057006836,0.05,-0.18780433834808702,1.126907188005474,0.6536061690431749,C_plit,SDSS,2.8497474193573
J113428+565331,173.61667253529492,56.8919991988359,19.705421447753906,0.05,-0.8793626460094096,0.3633959577539386,0.21076965549728435,Mu,SDSS,2.515042781829834
J023514+003759,38.808835999999985,0.63298087,18.498677885218058,0.05,0.04489808422244541,0.147902967237879,0.08578372099796981,Sigma,SDSS,0.7756049036979675
J000000+000000,0.0,0.0,18.94524230499519,1.0,1.0121951636537652,0.2027937144983679,0.11762035440905336,Aleph,SDSS,
J212055+010746,320.23001437331874,1.129434504327302,22.827638626098633,0.05,0.7688207628596982,5.6019416518646405,3.2491261580814914,Omega,SDSS,1.178142786026001
J000000+000000,0.0,0.0,14.963565904297866,1.0,0.9992047847697876,0.02172942403962954,0.012603065942985131,Aleph,SDSS,
J131705+375714,199.26947128673729,37.95399805585846,20.93437385559082,0.4572690915189668,0.41373147435748775,1.0232945069611894,0.5935108140374898,C_plit,SDSS,0.0011868961155414581
J001803+051560,4.513929705406213,5.266582183950715,20.005998611450195,0.05,-0.12659326154732098,0.4640274465640863,0.26913591900717,Aleph,SDSS,0.30372390151023865
J000000+000000,0.0,0.0,16.289211673021782,1.0,0.941030182318092,0.04092397963729423,0.02373590818963065,Aleph,SDSS,
J085626+431111,134.10699047371082,43.18648069014106,22.561599731445312,0.05,4.220008412123616,4.396286705531813,2.5498462892084515,Phi,SDSS,0.701556384563446
J000000+000000,0.0,0.0,14.26180566905532,1.0,0.9744598936344007,0.015942172542671683,0.009246460074749576,Aleph,SDSS,
J000000+000000,0.0,0.0,16.533724645210896,1.0,1.016519257451022,0.04636109540629047,0.02688943533564847,Aleph,SDSS,
J113534+154705,173.89235867629856,15.784840891375618,21.74117660522461,0.05,2.464539210172067,2.093440207352506,1.2141953202644535,Mu,SDSS,2.9978833198547363
J000000+000000,0.0,0.0,16.13643442641478,1.0,1.0436912165716983,0.03791115300743094,0.021988468744309944,Aleph,SDSS,
J140935+515808,212.3976766371763,51.96899388147484,20.75948715209961,0.05,-0.45145196281894356,0.8787397342845149,0.5096690458850186,Lambda,SDSS,1.2850662469863892
J000000+000000,0.0,0.0,14.775171183922794,1.0,0.9953731645677362,0.019960449503205843,0.01157706071185939,Aleph,SDSS,
J000000+000000,0.0,0.0,16.175922925554914,1.0,1.0220579356608246,0.03866399256807588,0.022425115689484007,Aleph,SDSS,
J000000+000000,0.0,0.0,12.382672109888517,1.0,0.9994567716079815,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J090434+215317,136.1433130570066,21.887982354441363,22.532512664794922,0.05,-1.69527737100365,4.28150100915404,2.483270585309343,Phi,SDSS,0.875476062297821
J022529-051120,36.36992445767234,-5.188805491935393,22.173612594604492,0.05,2.4716882615140667,3.0915175376843145,1.7930801718569023,Sigma,SDSS,0.8707980513572693
J000000+000000,0.0,0.0,17.99034167572063,1.0,1.0221977111777716,0.10595010023431187,0.06145105813590087,Aleph,SDSS,
J231945+071333,349.9374381972721,7.225777022085802,19.23615264892578,0.05,-0.3018347483084187,0.25187521644905625,0.14608762554045263,Zeta,SDSS,0.21898862719535828
J000000+000000,0.0,0.0,12.817255944741191,1.0,0.9976499324342623,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J005608+024326,14.031876453522216,2.7239745853238047,22.576831817626953,0.05,0.30572573635981926,4.457634688288827,2.5854281192075197,Aleph,SDSS,1.0111958980560303
J000000+000000,0.0,0.0,18.840623922034865,1.0,1.0468853250778594,0.18798374110826577,0.10903056984279413,Aleph,SDSS,
J081160+463614,122.9991,46.604013,14.454153044498526,0.05,0.035544030226178594,0.017322332519963395,0.010046952861578768,Phi,SDSS,0.5874184370040894
J000000+000000,0.0,0.0,19.319579086033627,1.0,1.2290607643559923,0.2684408537479025,0.15569569517378343,Aleph,SDSS,
J000000+000000,0.0,0.0,19.04211955188657,1.0,1.164152033490582,0.21776596030201875,0.12630425697517086,Aleph,SDSS,
J103639+375940,159.16436,37.994459,13.166641399846412,0.05,0.04394369515114942,0.01029292959560155,0.005969899165448898,Mu,SDSS,3.2946269512176514
J000000+000000,0.0,0.0,13.42365178198088,1.0,0.9976634562717216,0.011333191902800821,0.006573251303624477,Aleph,SDSS,
J000000+000000,0.0,0.0,15.21533981867833,1.0,0.9514328176580437,0.02438685718726535,0.014144377168613902,Aleph,SDSS,
J000000+000000,0.0,0.0,12.667371162620839,1.0,0.997108019706307,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J223460+014248,338.7487234094743,1.713290112887332,20.994165420532227,0.7524537843150778,0.7920011607948632,1.0782871248761599,0.6254065324281727,Zeta,SDSS,-0.00032898527570068836
J000000+000000,0.0,0.0,17.901996627857443,1.0,1.0561581624961465,0.10025354860742486,0.058147058192306415,Aleph,SDSS,
J000000+000000,0.0,0.0,13.71147845935775,1.0,0.9827413344688809,0.012687944002007203,0.007359007521164178,Aleph,SDSS,
J003931+010928,9.877846868556958,1.1578344615686242,22.259048461914062,0.05,0.26353354096113285,3.340211388991577,1.9373226056151147,Aleph,SDSS,0.6724616885185242
J000000+000000,0.0,0.0,17.7725495644263,1.0,0.9383744895732954,0.09258288557714751,0.05369807363474555,Aleph,SDSS,
J013342+292622,23.42560016034963,29.439553449832612,21.58156967163086,0.05,5.68684657565402,1.8145201158937132,1.0524216672183535,Aleph,SDSS,0.40115848183631897
J000000+000000,0.0,0.0,16.912323265103623,1.0,0.9886627677013228,0.05660908778212477,0.03283327091363236,Aleph,SDSS,
J090036+415030,135.1495788692223,41.84163188603386,20.529321670532227,0.05,-0.14071386759197896,0.7206335503131089,0.41796745918160316,Phi,SDSS,0.3075992465019226
J152318+333801,230.82479489218247,33.63368298972218,20.616668701171875,0.05,0.5590540069222942,0.7767422767631192,0.4505105205226091,Lambda,SDSS,0.5206189751625061
J000000+000000,0.0,0.0,18.149454719154164,1.0,0.7523818361122813,0.11727115297399308,0.06801726872491598,Aleph,SDSS,
J000000+000000,0.0,0.0,15.580457330768695,1.0,0.9863593585531801,0.028939290139759353,0.016784788281060427,Aleph,SDSS,
J000000+000000,0.0,0.0,14.743275311833713,1.0,1.0032656422249853,0.019677964827886443,0.011413219600174137,Aleph,SDSS,
J000000+000000,0.0,0.0,14.317351227684412,1.0,0.9903756103414011,0.016326490637112077,0.009469364569525004,Aleph,SDSS,
J000000+000000,0.0,0.0,19.341720271972008,1.0,0.7702740569894938,0.27304777035804917,0.15836770680766848,Aleph,SDSS,
J000000+000000,0.0,0.0,12.512382693283143,1.0,0.9935355974372175,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J133959+183645,204.99505703431504,18.612525328032643,21.01361083984375,0.05,1.8611238184973249,1.0968327309781265,0.6361629839673133,C_plit,SDSS,2.085925579071045
J014436+282909,26.151097986816183,28.48581115428627,21.02337646484375,0.05,-1.1150527634844485,1.1062722066718544,0.6416378798696756,Aleph,SDSS,0.5016160607337952
J102839+441021,157.1632822641805,44.17236202610775,21.675472259521484,0.05,0.6193982566169477,1.9736381506310527,1.1447101273660105,Mu,SDSS,0.6080548167228699
J000000+000000,0.0,0.0,12.619118158661877,1.0,0.9883401172744951,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J000000+000000,0.0,0.0,19.35284460897674,1.0,0.9973296172704447,0.2753969565612909,0.1597302348055487,Aleph,SDSS,
J000000+000000,0.0,0.0,17.532119365874678,1.0,1.043210187640633,0.08019217339254771,0.046511460567677666,Aleph,SDSS,
J231638+303626,349.1596615328774,30.607350648770094,20.242902755737305,0.05,-0.12008181124241922,0.565180017522838,0.32780441016324596,Zeta,SDSS,0.3594907820224762
J024007+011621,40.030588518540526,1.2724580347799197,21.8524112701416,0.05,-0.11137639662907169,2.3135294770007904,1.3418470966604583,Sigma,SDSS,0.5979167819023132
J000000+000000,0.0,0.0,17.500458933936898,1.0,1.0372191372429633,0.07871957752304462,0.04565735496336588,Aleph,SDSS,
J000000+000000,0.0,0.0,19.365930538828252,1.0,0.9832856641349217,0.278190388657604,0.16135042542141032,Aleph,SDSS,
J220415-003708,331.06075298985957,-0.6188842449487604,22.326841354370117,0.05,-1.5641748610665236,3.551952478454445,2.0601324375035777,Zeta,SDSS,1.7455992698669434
J021153-082017,32.97182290700413,-8.33792554085619,19.057979583740234,0.05,0.08189848024622119,0.22034041507076127,0.12779744074104155,Sigma,SDSS,0.2467080056667328
J092046+410015,140.19086541031268,41.004176046830615,21.18366050720215,0.05,-0.3222877658638534,1.2739467625413305,0.7388891222739716,Phi,SDSS,1.505213737487793
J002550+263620,6.459386628366019,26.6054593555544,22.18684196472168,0.05,-0.14458210443052466,3.1287582128480245,1.814679763451854,Aleph,SDSS,0.5665355324745178
J124413+164634,191.0544632706336,16.776067900664657,21.051921844482422,0.05,-0.12468514673828028,1.1343549390344723,0.6579258646399938,C_plit,SDSS,0.5575676560401917
J000000+000000,0.0,0.0,13.858042315056082,1.0,0.9783708962235027,0.013463520843695728,0.007808842089343521,Aleph,SDSS,
J011324+334126,18.34832021761457,33.69057972117379,21.719337463378906,0.05,0.6153867520958844,2.052813294001896,1.1906317105211,Aleph,SDSS,0.43721047043800354
J120555+515611,181.47720450059035,51.93627261659044,19.952783584594727,0.6616374033891774,1.0323807796308406,0.44415466260108943,0.2576097043086319,C_plit,SDSS,-0.0005114018567837775
J000000+000000,0.0,0.0,17.149033539986704,1.0,0.9243714345467703,0.06443991854287194,0.03737515275486572,Aleph,SDSS,
J100351+354840,150.96444786969326,35.81102678621278,21.419574737548828,0.05,0.04837986756561204,1.5703585043470503,0.9108079325212891,Mu,SDSS,0.8829488754272461
J000000+000000,0.0,0.0,13.738581387326121,1.0,1.0079311641586735,0.012826788806076968,0.007439537507524641,Aleph,SDSS,
J000000+000000,0.0,0.0,14.487468571634963,1.0,0.9934687479555806,0.017575889524584574,0.010194015924259054,Aleph,SDSS,
J000000+000000,0.0,0.0,17.990290679212194,1.0,1.125952868081128,0.10594669652348071,0.061449083983618806,Aleph,SDSS,
J000000+000000,0.0,0.0,14.46170373444329,1.0,0.9725695723863894,0.017379410771256976,0.010080058247329046,Aleph,SDSS,
J121955+514121,184.97787982282026,51.68928982655151,21.114681243896484,0.05,1.080251038473153,1.198749868660624,0.6952749238231618,C_plit,SDSS,0.5883272290229797
J000000+000000,0.0,0.0,18.52509053068934,1.0,0.9590485492916401,0.15060114155748258,0.08734866210333989,Aleph,SDSS,
J000000+000000,0.0,0.0,18.4747684977483,1.0,0.619632038711408,0.14551156918781802,0.08439671012893445,Aleph,SDSS,
J000000+000000,0.0,0.0,19.497605490891146,1.0,0.9472252971807495,0.3081949810690472,0.17875308902004736,Aleph,SDSS,
J000000+000000,0.0,0.0,14.008214763860451,1.0,0.9943890515034332,0.01432396142564299,0.008307897626872934,Aleph,SDSS,
J142034+003622,215.14109210606992,0.6060420332644183,18.288124084472656,0.7225238518719603,0.9386247315112157,0.12839321088914088,0.0744680623157017,Lambda,SDSS,0.0003840373537968844
J121449+485031,183.70316000000003,48.841982,16.376592937856913,0.4841569722958117,0.46588641006464804,0.042774800189659616,0.024809384110002577,C_plit,SDSS,0.0010654458310455084
J230621+073201,346.5891606909605,7.533730105718286,21.189043045043945,0.05,2.7240750723021736,1.2800175000079752,0.7424101500046256,Zeta,SDSS,0.46641314029693604
J000000+000000,0.0,0.0,15.765779551504238,1.0,0.9779810620352709,0.03162281551896793,0.0183412330010014,Aleph,SDSS,
J141650+185849,214.2074827516641,18.980181190265174,21.08262825012207,0.05,0.6185780556234641,1.1653975922539133,0.6759306035072696,Lambda,SDSS,0.63840252161026
J080655+411044,121.73058534679478,41.178803867924785,21.648578643798828,0.05,-2.278881047184553,1.9266532711007434,1.1174588972384312,Phi,SDSS,0.4946696162223816
J235608+342245,359.03375028020525,34.379090785843665,19.431396484375,0.05,0.40899775594475274,0.2926662262765013,0.1697464112403707,Zeta,SDSS,0.1500883549451828
J000000+000000,0.0,0.0,16.470259685534984,1.0,1.013411492691224,0.0448708075298594,0.026025068367318452,Aleph,SDSS,
J000000+000000,0.0,0.0,17.081966158992145,1.0,1.1463699492039479,0.06209228946718756,0.03601352789096878,Aleph,SDSS,
J114248+555622,175.70176378893208,55.93953772944019,20.193532943725586,0.05,-0.45756219725509056,0.542260891781599,0.31451131723332737,Mu,SDSS,2.5722551345825195
J221142+302701,332.92640379887985,30.450305912799703,18.75772476196289,0.05,-0.043443137717460875,0.17716469226856574,0.10275552151576813,Zeta,SDSS,0.19798706471920013
J000000+000000,0.0,0.0,13.282562310516369,1.0,0.9906996272153987,0.010743616898962737,0.006231297801398386,Aleph,SDSS,
J005526+015810,13.85803421300534,1.9695808829236938,23.056344985961914,0.05,17.016421944893,6.902747268785229,4.003593415895433,Aleph,SDSS,0.8802984356880188
J112104+504658,170.26483200589337,50.78290265420455,20.932849884033203,0.05,-2.0092301805900346,1.0219319473032642,0.5927205294358933,Mu,SDSS,0.49289998412132263
J215655+122114,329.228749264509,12.35396112378079,22.220855712890625,0.05,-6.249367495835529,3.22661563639663,1.871437069110045,Omega,SDSS,0.581909716129303
J224405+102149,341.01934703182565,10.363574212579199,17.537748336791992,0.4639676569038887,0.6524513476126563,0.08045759404611902,0.04666540454674902,Zeta,SDSS,-0.0011553226504474878
J000000+000000,0.0,0.0,17.237428182328586,1.0,0.9921527522776743,0.06770483520587493,0.03926880441940746,Aleph,SDSS,
J103752+293645,159.46668999999997,29.612513,18.383372936514206,0.05,0.2444861716367161,0.1367981104907714,0.0793429040846474,Mu,SDSS,1.9127720594406128
J000000+000000,0.0,0.0,15.046277397195809,1.0,1.016727708911652,0.02256349444933374,0.013086826780613566,Aleph,SDSS,
J000000+000000,0.0,0.0,19.64698576857336,1.0,1.210419296392218,0.3468158589231415,0.20115319817542207,Aleph,SDSS,
J135157+391345,207.98900679654616,39.2292569949932,21.231447219848633,0.05,-0.7933119965531705,1.328908750998023,0.7707670755788534,C_plit,SDSS,1.3639997243881226
J000000+000000,0.0,0.0,19.960788318596315,1.0,0.20105556553684334,0.4470828823874428,0.25930807178471676,Aleph,SDSS,
J221349+235952,333.4544000000001,23.997701,18.782331330206944,0.2873040162570504,0.3216406335320379,0.1802957649511679,0.10457154367167736,Zeta,SDSS,0.002480633556842804
J215642+244143,329.1761618023223,24.695150052729186,21.992895126342773,0.05,5.282218041017801,2.6257165107602782,1.5229155762409612,Omega,SDSS,0.5922611951828003
J114408+125703,176.03529775572144,12.95086060900834,18.95104217529297,0.05,-0.5215257343689247,0.2036548499018657,0.11811981294308209,Mu,SDSS,0.2990153133869171
J000000+000000,0.0,0.0,16.029424058418954,1.0,0.969362723514351,0.035956232574453455,0.020854614893183,Aleph,SDSS,
J105341+462922,163.42025233122598,46.48935308982985,21.46038055419922,0.05,0.9399219375244241,1.628476258794557,0.9445162301008431,Mu,SDSS,0.4674692749977112
J004424+052002,11.098212363537929,5.33380035948663,19.155214309692383,0.05,0.3182779079872572,0.2369338293778009,0.13742162103912453,Aleph,SDSS,0.2665429413318634
J093755+155443,144.47850448936572,15.911843683860779,21.86565399169922,0.05,-0.9150810163164006,2.3412646023086605,1.3579334693390228,Phi,SDSS,0.714194655418396
J000000+000000,0.0,0.0,12.223790083895437,1.0,1.008404646694817,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J000000+000000,0.0,0.0,15.25357745207657,1.0,1.0414203619597115,0.02482260406556201,0.014397110358025964,Aleph,SDSS,
J000000+000000,0.0,0.0,18.63050732299598,1.0,0.8008585261849293,0.1619894119552567,0.09395385893404888,Aleph,SDSS,
J141438+533636,213.65825020438646,53.61005355833724,21.08299446105957,0.05,-0.0006541100176999382,1.1657731252452892,0.6761484126422678,Lambda,SDSS,2.887953281402588
J101947+384031,154.94634081317452,38.675372219094086,20.41498565673828,0.05,-0.76387862704379,0.6536562077851328,0.37912060051537694,Mu,SDSS,1.567710041999817
