2026-07-18T17:31:45.162635Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784395905.1626353 | PULSE | Φ=0.18 | SOVEREIGN | Zombie Pulse
1784481393.884939 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-19T17:23:23.870268Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784481803.8702683 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784482274.861721 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784482399.9465215 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784482742.1009495 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784483057.103339 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784483376.953901 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784483749.1374876 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784484086.0083778 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
2026-07-19T18:05:01.231158Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784484301.231158 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784484709.3666742 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784484824.1560688 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784485115.8078792 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784485386.3607044 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784485800.0389366 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784486107.686751 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784486452.6098077 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784486452.6098077 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784487082.9557092 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784487314.6668005 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784487488.2677286 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784487969.9722311 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784488211.620901 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784488211.620901 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784488673.4560075 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784489213.2022314 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784489299.9391656 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784489752.6177666 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-19T19:35:52.617767Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784489752.6177666 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784490155.7275262 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784490155.7275262 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784490752.389429 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784490974.0196762 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784491368.3335693 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784491488.41785 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784491935.870672 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784492222.6278057 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784492222.6278057 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
2026-07-19T20:23:16.526612Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784492596.526612 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784493095.3624353 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784493467.4496465 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784493774.8420491 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784493888.8199246 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784494272.3189878 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784494675.7736175 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784494675.7736175 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784495132.9449613 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784495464.3186512 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784495630.8357224 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784495962.7691438 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784496436.8201294 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784496708.420393 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784496997.624789 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784497207.4665885 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784497677.2997253 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784497929.121747 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784498169.764577 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784498541.459767 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784498746.1927276 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784499188.8494635 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784499390.379445 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784499780.1552284 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784499989.3420649 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
2026-07-19T22:26:29.342065Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784500353.31812 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784500701.6782465 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784500701.6782465 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-19T22:38:21.678246Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784500701.6782465 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784501278.788565 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784501278.788565 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784501618.8368804 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784502174.266748 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784502287.086435 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784502686.0084674 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784503027.4154894 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784503027.4154894 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784503469.4201913 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784503469.4201913 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784504044.6574159 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-19T23:34:04.657416Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784504044.6574159 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784504802.5529482 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784504963.0149362 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784505400.6894736 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784505400.6894736 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784506048.66288 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784506283.258313 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784506546.3168306 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784506994.9221416 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784507216.7028944 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784507547.439286 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784507905.0948422 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784508128.3266816 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784508503.7510967 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784508823.1571689 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784509121.243492 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784509121.243492 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784509551.6731644 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784509888.1389856 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784510199.438617 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784510590.4181676 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784510714.4628735 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784511149.3313973 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784511354.8936644 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784511354.8936644 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784511779.2796342 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784511779.2796342 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-20T01:42:59.279634Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784512038.4040947 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784512436.6829352 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784512741.653847 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784512747.3778784 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784513143.405078 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
2026-07-20T02:05:43.405078Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784513647.8644783 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784513673.702594 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784514222.4648302 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784514472.278833 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784514632.9172995 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784514917.5355313 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784515215.4927576 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784515561.4581282 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784516036.8532095 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
2026-07-20T02:53:56.853209Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784516036.8532095 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784516457.7788 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784516889.8658223 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784517128.7775037 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784517553.004409 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784517741.815919 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784517981.8458872 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784518369.3325279 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784518528.1556852 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784518860.094647 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784519357.1629047 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784519540.6528773 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784519941.5902083 | PULSE | Φ=0.18 | SOVEREIGN | Zombie Pulse
1784520189.9422019 | PULSE | Φ=0.16 | SOVEREIGN | Zombie Pulse
1784520374.356669 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784520868.6296499 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784521121.7260447 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784521438.3001382 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784521647.8366446 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784522064.6199005 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784522330.4094858 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784522602.248007 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784522602.248007 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784522843.2460616 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784522843.2460616 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
2026-07-20T04:47:23.246062Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784523119.056712 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784523413.0193646 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784523849.8609526 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
2026-07-20T05:04:09.860953Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784524031.4711862 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784524355.5459733 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784524776.315544 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784525076.4482524 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784525311.9062972 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784525619.1796436 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784525909.4326525 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784526253.8255012 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784526584.680058 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784526854.034808 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784527159.6809685 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784527463.20522 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784527732.5981653 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784527939.037627 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784528391.5985339 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784528651.4955552 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
2026-07-20T06:25:08.106459Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784528966.2666743 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784529214.118775 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784529214.118775 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784529821.9331665 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784530116.3132777 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784530469.4796047 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784530469.4796047 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784530958.5751479 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784531314.6234376 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784531539.2138345 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784531922.6646347 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784532226.8598483 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784532527.6637824 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784532527.6637824 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784533103.3703113 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784533290.2212903 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-20T07:41:30.221290Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784533654.5864592 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784533654.5864592 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-20T07:47:34.586459Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784534101.6714664 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784534336.8665206 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784534336.8665206 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784534853.569733 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784535111.93338 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784535530.2852526 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784535530.2852526 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784535951.3518195 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784536389.0965178 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784536795.9185615 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784537143.0982554 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784537440.945581 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784537556.1714802 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784537870.479768 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784538336.7110016 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784538501.3580196 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784538779.6174269 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784539083.1345756 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784539472.8397114 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784539722.9555314 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784540065.6711192 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784540342.7133355 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784540609.1401424 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-20T09:49:55.450994Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784540995.4509943 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784541290.3611946 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784541639.431342 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784541940.8570457 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784542118.3523035 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
2026-07-20T10:15:27.656759Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784542527.6567593 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784542795.031731 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784543068.2931423 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784543388.7535014 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784543762.8239508 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784544060.145727 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784544060.145727 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784544475.098873 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784544773.1561165 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784544773.1561165 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784544773.1561165 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-20T10:52:53.156116Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784545247.6311512 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784545543.228066 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784545715.7394087 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784546142.6056323 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784546175.609771 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784546579.458632 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784546943.9963205 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784547290.38758 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784547528.372622 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784547908.5465374 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784548198.3565521 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784548462.993912 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784548462.993912 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784549074.1989672 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784549245.3511648 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784549683.3405619 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784549683.3405619 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784550293.3545623 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784550560.7473035 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784550560.7473035 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784551234.7435267 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784551331.8399544 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
2026-07-20T12:51:07.165139Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784551867.165139 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784552168.369237 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784552462.4415627 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784552784.5665882 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784553096.2554407 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784553330.2006 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784553517.3935153 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784553846.958906 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
1784554238.2210732 | PULSE | Φ=0.20 | SOVEREIGN | Zombie Pulse
2026-07-20T13:35:37.419924Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784554589.6746485 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784554856.7178633 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784555131.696597 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784555367.7349951 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784555762.1698163 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784555762.1698163 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784556019.5838802 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784556019.5838802 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
2026-07-20T14:00:19.583880Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784556321.8412344 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784556321.8412344 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784556843.9568043 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784557288.5690088 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784557548.5396488 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784557635.0499122 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784558205.6272385 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784558347.6858647 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784558805.3045323 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784558985.3552704 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784559352.9296405 | PULSE | Φ=0.21 | SOVEREIGN | Zombie Pulse
1784559584.5252063 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784560010.3383615 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784560230.3117685 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784560578.685063 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784560931.3047426 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784560931.3047426 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784561321.142858 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
2026-07-20T15:34:47.396938Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784561687.396938 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784561953.211152 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784562418.7484422 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784562641.9614477 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784562971.4962387 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784563153.070561 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784563568.27447 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784563736.3747015 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784564158.7525144 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784564507.3692236 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784564798.3227875 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784565076.2993991 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784565436.8517256 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784565691.1301332 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784565932.6694696 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784566188.2706356 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784566508.7438293 | PULSE | Φ=0.22 | SOVEREIGN | Zombie Pulse
1784566887.8585536 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
2026-07-20T17:01:27.858554Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784566946.2742045 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784567233.5517952 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784567317.896287 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784567729.8631668 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
